gene_id	gene_name	X12_count	X13_count	X15_count	X42_count	X45_count	X5_count	X7_count
ENSG00000227992	AC108463.1	5	13	6	16	9	8	9
ENSG00000172350	ABCG4	0	0	0	0	0	0	2
ENSG00000172352	CDY1B	0	0	0	0	0	0	0
ENSG00000249685	AC079921.2	13	31	4	20	13	10	14
ENSG00000118976	OTUD4P1	26	26	46	33	17	26	17
ENSG00000118971	CCND2	7441	9140	8679	2731	3772	3396	2389
ENSG00000118972	FGF23	0	0	0	0	0	0	0
ENSG00000137040	RANBP6	577	622	848	271	368	339	182
ENSG00000108021	FAM208B	1654	2066	1807	1071	1410	1837	1188
ENSG00000186297	GABRA5	0	0	0	0	0	0	0
ENSG00000221996	OR52B4	2	0	0	0	7	0	11
ENSG00000186298	PPP1CC	2884	3035	3169	1737	1508	1464	1046
ENSG00000221994	ZNF630	71	84	40	82	85	74	58
ENSG00000221990	EXOC3-AS1	21	10	16	1	20	0	5
ENSG00000249689	AC138517.1	0	0	1	0	0	0	0
ENSG00000258888	AC112693.1	0	0	0	0	2	0	0
ENSG00000119004	CYP20A1	439	530	487	178	232	216	178
ENSG00000271984	AL008726.1	0	0	0	0	0	0	0
ENSG00000207310	RNU6-1127P	0	0	0	0	0	0	0
ENSG00000168899	VAMP5	250	317	273	26	82	20	73
ENSG00000255494	LINC00681	0	0	0	0	0	0	0
ENSG00000168890	TMEM150A	142	174	159	14	46	25	51
ENSG00000207312	RNU6-429P	0	0	0	0	0	0	0
ENSG00000168894	RNF181	399	452	338	157	165	125	166
ENSG00000241439	AC092903.1	0	0	0	0	0	0	0
ENSG00000271980	AC012640.4	1	0	0	0	0	0	1
ENSG00000265927	AC125421.2	0	0	0	0	0	0	0
ENSG00000265924	MIR5692C1	0	0	0	0	0	0	0
ENSG00000265929	MIR5195	16	9	13	6	6	1	3
ENSG00000260341	C2orf69P2	0	0	0	0	0	0	0
ENSG00000260340	LINC02176	0	0	0	0	0	0	0
ENSG00000260343	LINC01043	0	0	0	0	0	0	0
ENSG00000260342	AC138811.2	0	0	0	0	0	0	44
ENSG00000260345	AC009052.1	0	0	0	0	0	0	0
ENSG00000260344	AC133485.1	0	0	0	0	0	0	0
ENSG00000260347	MOCS1P1	0	0	0	0	0	0	0
ENSG00000218016	ZNF192P2	0	0	0	0	0	0	0
ENSG00000077782	FGFR1	111	196	153	38	52	72	88
ENSG00000218014	KRT19P1	0	0	0	0	0	0	0
ENSG00000207318	RNU6-1184P	0	0	0	0	0	0	0
ENSG00000153904	DDAH1	11	15	29	2	1	0	1
ENSG00000101425	BPI	73	804	165	19	32	8	23
ENSG00000101421	CHMP4B	1963	1857	1978	496	827	515	717
ENSG00000153902	LGI4	6	1	3	0	1	2	0
ENSG00000118707	TGIF2	94	805	236	122	483	203	58
ENSG00000104611	SH2D4A	6	6	0	2	7	0	0
ENSG00000104613	INTS10	820	1036	963	456	476	555	393
ENSG00000054611	TBC1D22A	895	1145	975	583	1063	431	888
ENSG00000276835	MIR6127	0	0	0	0	0	0	0
ENSG00000223263	RNU6-387P	0	0	1	0	0	0	0
ENSG00000223262	RNA5SP492	5	4	4	3	4	2	4
ENSG00000223260	RN7SKP194	0	0	0	0	0	0	0
ENSG00000202099	RNU6-234P	0	1	0	0	1	0	0
ENSG00000223265	RNU6-592P	0	0	0	0	0	0	0
ENSG00000236364	AL358115.1	0	0	0	0	0	0	0
ENSG00000236365	AL008987.1	0	0	0	0	0	0	0
ENSG00000236366	AL359313.1	0	0	0	0	0	0	0
ENSG00000236360	AL445183.3	65	40	47	25	27	37	16
ENSG00000236362	GAGE12F	0	0	0	0	0	0	0
ENSG00000202092	RNA5SP190	0	0	0	0	0	0	0
ENSG00000279980	GABARAPL3	0	0	1	6	0	1	0
ENSG00000273851	AC027088.4	0	0	0	0	0	0	0
ENSG00000283772	MIR6778	1	1	0	1	1	0	0
ENSG00000196570	PFN3	0	0	0	0	0	0	0
ENSG00000196576	PLXNB2	5549	4572	3586	297	884	963	627
ENSG00000196578	OR5AC2	0	0	0	0	0	0	0
ENSG00000278205	AC092447.10	0	0	0	0	0	0	0
ENSG00000197223	C1D	140	150	213	66	110	110	96
ENSG00000219870	AC119618.1	0	0	0	0	0	0	0
ENSG00000235450	AC079760.1	0	0	0	0	0	0	0
ENSG00000197226	TBC1D9B	1881	1812	1701	353	801	440	596
ENSG00000273396	LINC01396	0	0	0	0	0	0	0
ENSG00000259624	AC009269.3	0	0	0	0	0	0	0
ENSG00000235185	AL031727.2	0	0	0	0	1	0	0
ENSG00000239486	AC091390.3	0	0	0	0	0	0	0
ENSG00000115750	TAF1B	347	506	410	266	256	392	241
ENSG00000239480	AC073517.1	2	0	0	0	0	0	6
ENSG00000113163	COL4A3BP	1315	1351	1415	1401	1469	1387	1418
ENSG00000239482	AC112487.1	1	0	1	0	0	0	0
ENSG00000113161	HMGCR	524	609	544	295	601	252	552
ENSG00000208017	MIR140	1	0	0	0	2	1	2
ENSG00000115756	HPCAL1	914	1094	715	228	578	97	543
ENSG00000201909	RNU6-590P	0	0	0	0	0	0	0
ENSG00000283897	AC011416.3	10	5	7	14	11	6	0
ENSG00000283894	MIR1324	0	0	0	0	0	0	0
ENSG00000264622	AC022903.1	0	0	0	0	0	0	0
ENSG00000141298	SSH2	4889	5020	4741	3535	8464	3959	7259
ENSG00000273537	RF01986	1	1	1	1	1	1	0
ENSG00000213790	OLA1P1	30	25	36	16	9	21	10
ENSG00000072958	AP1M1	1171	1094	955	288	723	349	514
ENSG00000213793	ZNF888	160	201	157	58	42	208	107
ENSG00000201512	SNORA71C	11	9	23	1	5	6	6
ENSG00000213798	AC004129.1	0	0	0	0	0	0	0
ENSG00000213799	ZNF845	257	379	430	470	385	342	224
ENSG00000072952	MRVI1	132	294	192	594	719	124	932
ENSG00000072954	TMEM38A	41	53	40	13	27	3	16
ENSG00000272727	LINC02266	0	0	0	0	0	0	0
ENSG00000260838	AC022893.2	0	0	0	0	0	0	0
ENSG00000138002	IFT172	268	303	183	66	126	178	114
ENSG00000260835	AC007223.1	0	0	0	0	0	0	0
ENSG00000260834	AC009055.2	0	0	0	0	0	0	0
ENSG00000260832	AC125793.1	0	0	0	0	0	0	0
ENSG00000260830	AL135744.1	0	1	1	0	1	0	0
ENSG00000185176	AQP12B	0	0	0	0	0	0	0
ENSG00000185177	ZNF479	0	0	0	0	0	0	0
ENSG00000217950	NOC2LP2	2	1	3	0	2	0	0
ENSG00000275562	AC104763.3	0	0	0	0	0	0	0
ENSG00000229500	RPL17P1	0	0	0	0	1	0	0
ENSG00000238288	MTND3P23	0	0	0	0	0	0	0
ENSG00000229502	AL391863.1	0	0	0	0	0	0	0
ENSG00000261129	AC106871.1	0	0	0	0	0	0	0
ENSG00000229505	AC104455.1	0	0	0	0	0	0	0
ENSG00000261122	LINC02167	0	0	0	0	0	0	0
ENSG00000106617	PRKAG2	927	957	835	550	593	611	492
ENSG00000238283	TBC1D3P1	0	0	0	0	0	1	0
ENSG00000106615	RHEB	426	458	356	127	113	131	121
ENSG00000213246	SUPT4H1	748	1079	1439	541	497	301	630
ENSG00000238284	LINC01448	0	0	0	0	0	0	0
ENSG00000106610	STAG3L4	233	299	257	171	175	155	158
ENSG00000238286	SLC35E1P1	12	12	10	12	7	15	13
ENSG00000280277	AL079342.3	0	1	0	6	1	2	2
ENSG00000280276	AC009229.4	0	2	2	0	0	0	6
ENSG00000008853	RHOBTB2	830	506	460	123	361	78	204
ENSG00000280274	AC009145.4	11	9	6	0	6	25	3
ENSG00000280273	AF131216.4	4	4	4	4	1	1	0
ENSG00000150768	DLAT	504	525	557	244	267	239	203
ENSG00000280270	AC068299.1	0	1	0	20	1	3	14
ENSG00000150764	DIXDC1	17	35	60	34	25	19	21
ENSG00000124074	ENKD1	66	92	43	4	28	5	40
ENSG00000150760	DOCK1	51	29	48	9	6	34	8
ENSG00000182993	C12orf60	4	7	15	0	12	9	9
ENSG00000280278	FLJ30679	1	3	3	3	0	0	0
ENSG00000151418	ATP6V1G3	3	0	0	0	0	0	0
ENSG00000280211	AC106886.4	3	8	3	0	2	0	0
ENSG00000151414	NEK7	1214	1533	1696	1051	1479	894	1280
ENSG00000151413	NUBPL	91	135	126	43	103	42	56
ENSG00000222439	RNU6-994P	0	0	0	0	0	0	0
ENSG00000184898	RBM43	302	441	454	281	242	318	168
ENSG00000027075	PRKCH	6060	6108	6139	2450	2664	4281	2324
ENSG00000238750	RNU7-27P	0	0	0	0	0	0	0
ENSG00000238755	LINC02006	0	0	0	0	0	0	0
ENSG00000238754	SCARNA18B	1	3	2	5	1	0	5
ENSG00000238759	RNU7-155P	0	0	0	0	0	0	0
ENSG00000100731	PCNX1	4004	4617	4470	4335	4382	4446	5801
ENSG00000143621	ILF2	2893	2783	2695	1197	706	1091	683
ENSG00000143622	RIT1	1081	1313	1141	600	927	619	792
ENSG00000167311	ART5	0	1	0	0	0	1	0
ENSG00000143624	INTS3	1752	1862	1352	632	1024	852	994
ENSG00000143627	PKLR	0	0	1	0	0	0	0
ENSG00000220105	AL353151.1	0	0	1	0	1	0	0
ENSG00000197550	AL359955.1	2	0	1	0	0	1	0
ENSG00000201519	RNU6-645P	0	0	0	0	0	0	0
ENSG00000243885	AC108751.4	0	0	0	0	0	0	0
ENSG00000266369	AC090774.2	4	1	0	0	0	1	0
ENSG00000276702	AC010809.3	3	4	5	2	5	0	5
ENSG00000168334	XIRP1	4	0	0	0	1	0	0
ENSG00000201518	RNA5SP513	0	0	0	0	0	0	0
ENSG00000252800	RF00601	0	0	0	0	0	0	0
ENSG00000266365	AC053481.3	12	22	19	8	13	34	5
ENSG00000252806	RNA5SP420	0	0	0	0	0	0	0
ENSG00000168333	PPDPFL	0	0	0	0	0	0	0
ENSG00000252804	RNU6-958P	0	0	0	0	0	0	0
ENSG00000237818	RPS3AP29	7	9	7	9	18	9	9
ENSG00000262471	AC009171.1	0	0	0	0	0	0	0
ENSG00000276706	RF01992	1	4	2	0	0	1	0
ENSG00000199739	RNU6-552P	0	0	0	0	0	0	0
ENSG00000262477	AC021224.1	0	0	0	0	0	0	0
ENSG00000276707	AC243773.1	0	0	0	0	0	0	0
ENSG00000250890	AL117351.2	0	0	0	0	0	0	0
ENSG00000200656	SNORA5B	1	1	1	1	1	0	1
ENSG00000200651	RF00019	5	5	2	9	5	2	9
ENSG00000200650	RNA5SP114	0	0	0	0	0	0	0
ENSG00000200653	RNU4-92P	0	0	0	0	0	0	0
ENSG00000200652	RF00402	0	0	0	0	0	0	0
ENSG00000027697	IFNGR1	1318	1966	1350	928	1781	548	1913
ENSG00000114248	LRRC31	0	0	0	0	0	0	0
ENSG00000176601	MAP3K19	0	0	0	0	0	0	0
ENSG00000277274	DUX4L22	0	0	0	0	0	0	0
ENSG00000230111	AC115283.1	0	0	0	0	0	0	0
ENSG00000024526	DEPDC1	5	14	1	9	5	4	4
ENSG00000230112	AL157398.1	0	0	0	0	0	0	0
ENSG00000171450	CDK5R2	0	0	0	0	0	0	0
ENSG00000228757	AC244452.1	0	0	0	0	0	1	0
ENSG00000228754	RPL13AP19	0	0	0	0	0	0	0
ENSG00000228755	PABPC1P8	0	0	0	0	0	0	0
ENSG00000228753	EIF4BP2	0	2	0	0	0	0	0
ENSG00000228750	LINC01672	0	0	0	0	0	0	0
ENSG00000228751	AC004022.1	0	0	0	0	0	0	0
ENSG00000229247	AL627313.1	0	0	0	0	0	0	0
ENSG00000229246	LINC00377	0	0	0	0	0	0	0
ENSG00000250896	RNPS1P1	306	379	284	86	105	55	95
ENSG00000228759	FAF2P1	0	0	0	0	0	0	0
ENSG00000091181	IL5RA	76	132	195	203	190	77	274
ENSG00000279243	AP000769.3	0	2	2	0	4	0	3
ENSG00000279240	AC063980.1	0	0	0	0	0	0	0
ENSG00000279246	AP003108.3	15	4	11	2	7	7	2
ENSG00000233756	DSCAM-IT1	0	0	0	0	0	0	0
ENSG00000149548	CCDC15	84	118	62	86	117	90	80
ENSG00000149547	EI24	702	747	659	270	224	230	171
ENSG00000283980	GNG14	0	0	0	0	0	0	0
ENSG00000279248	AP003400.4	0	0	0	0	0	0	0
ENSG00000279249	AC007614.1	0	0	0	0	0	0	0
ENSG00000171451	DSEL	109	55	68	55	157	52	59
ENSG00000149541	B3GAT3	532	533	410	75	202	85	178
ENSG00000226620	LINC00343	0	0	0	0	0	0	0
ENSG00000226621	AC083855.1	1	0	4	0	0	0	0
ENSG00000226622	AC092155.1	0	0	0	0	0	0	0
ENSG00000283709	FAM238C	8	11	5	4	10	10	8
ENSG00000226624	AC005099.1	1	2	1	2	1	1	0
ENSG00000226625	RBM17P1	0	0	0	0	0	0	0
ENSG00000226626	NOP56P2	0	0	0	0	0	0	0
ENSG00000226627	SHANK2-AS1	0	0	0	0	0	0	0
ENSG00000283703	VSIG10L2	0	0	0	0	0	0	0
ENSG00000283701	MIR555	1	1	1	2	1	1	1
ENSG00000283706	PRSS50	0	0	0	0	0	0	0
ENSG00000163762	TM4SF18	0	0	0	0	0	0	0
ENSG00000283704	MIR3656	1	1	1	1	1	1	1
ENSG00000283705	MIR92A1	1	1	0	1	1	0	1
ENSG00000167861	HID1	68	36	57	10	19	7	9
ENSG00000167862	MRPL58	173	183	124	40	40	40	39
ENSG00000167863	ATP5PD	710	851	599	173	183	224	187
ENSG00000229941	AC012499.1	7	0	0	0	0	0	0
ENSG00000136156	ITM2B	13947	16412	13296	19021	15430	4487	22821
ENSG00000146477	SLC22A3	2	0	3	0	0	0	1
ENSG00000239908	RN7SL75P	4	0	2	4	6	3	2
ENSG00000166199	ALKBH3	287	210	179	153	132	126	100
ENSG00000229943	AC133865.1	0	0	0	0	0	0	0
ENSG00000239900	ADSL	593	554	517	219	291	235	223
ENSG00000233258	AL390786.1	0	0	0	0	0	0	0
ENSG00000166197	NOLC1	702	588	721	228	306	301	178
ENSG00000239906	AL627309.2	0	0	0	1	6	0	3
ENSG00000245330	AP005717.1	0	1	0	0	3	0	0
ENSG00000165424	ZCCHC24	175	238	207	53	88	53	62
ENSG00000201524	RNU6-450P	0	1	0	0	0	1	0
ENSG00000201527	RNA5SP478	0	0	0	0	0	0	0
ENSG00000253040	RNA5SP454	1	0	0	0	0	0	0
ENSG00000253041	RF00322	0	0	0	0	0	0	0
ENSG00000253042	RF00156	0	0	0	0	0	0	0
ENSG00000201523	RNA5SP205	0	0	0	0	0	0	0
ENSG00000253048	RNU4-60P	0	0	0	0	0	2	1
ENSG00000201529	RF00019	0	1	0	0	0	0	0
ENSG00000205456	TP53TG3D	1	6	3	0	0	0	0
ENSG00000205457	TP53TG3C	0	0	0	0	0	0	0
ENSG00000205452	AC140658.1	0	0	0	0	0	0	0
ENSG00000257979	SNRPGP18	0	0	0	0	0	0	0
ENSG00000252989	RF00322	0	0	0	0	0	0	0
ENSG00000118017	A4GNT	0	0	0	0	0	0	0
ENSG00000233752	AC009414.1	0	0	0	0	0	0	0
ENSG00000254772	EEF1G	6265	5494	5556	1180	1333	813	905
ENSG00000254771	AP001893.2	1	1	0	0	0	1	1
ENSG00000254770	OR4D7P	0	0	0	0	0	0	0
ENSG00000254777	AC022182.1	11	16	17	5	15	7	15
ENSG00000254776	AC084121.1	0	0	0	0	0	0	0
ENSG00000254775	AC021393.1	0	0	0	0	0	0	0
ENSG00000201412	RF00019	0	0	0	0	0	0	0
ENSG00000254779	EGLN1P1	1	1	4	1	5	1	3
ENSG00000248851	AC006427.1	0	1	0	0	0	0	0
ENSG00000240863	RN7SL645P	0	0	0	0	0	0	0
ENSG00000278113	RF02271	0	0	0	0	0	0	0
ENSG00000090273	NUDC	584	601	507	224	253	175	197
ENSG00000137207	YIPF3	1090	1057	906	330	670	137	782
ENSG00000240864	IGKV1-16	62	45	55	5	23	3	8
ENSG00000205189	ZBTB10	768	572	1322	172	277	530	131
ENSG00000205186	FABP9	0	0	0	0	0	0	1
ENSG00000144320	LNPK	850	1092	890	494	687	763	504
ENSG00000240868	C1QTNF9-AS1	0	0	0	0	0	0	0
ENSG00000227574	AC112229.2	0	0	0	0	0	0	0
ENSG00000227573	AC004986.1	0	0	0	0	0	0	0
ENSG00000252980	RNU6-367P	0	0	0	0	2	1	0
ENSG00000205181	LINC00654	48	58	39	53	89	17	41
ENSG00000182179	UBA7	2587	2278	1849	505	1104	653	783
ENSG00000182177	ASB18	0	0	0	0	0	0	0
ENSG00000166736	HTR3A	18	7	16	5	6	0	0
ENSG00000182175	RGMA	9	1	1	0	1	0	1
ENSG00000134243	SORT1	801	982	1464	478	352	472	630
ENSG00000182173	TSEN54	425	641	514	96	250	147	179
ENSG00000159314	ARHGAP27	2447	2862	2405	968	2605	511	2443
ENSG00000126088	UROD	387	440	356	94	149	107	108
ENSG00000186889	TMEM17	15	7	5	0	1	1	2
ENSG00000122707	RECK	258	282	337	96	158	147	102
ENSG00000130538	OR11H1	0	0	0	0	0	0	0
ENSG00000122705	CLTA	559	644	452	209	218	195	190
ENSG00000282300	AC073488.6	0	0	0	0	0	0	0
ENSG00000157927	RADIL	0	2	0	0	0	0	0
ENSG00000186881	OR13F1	0	0	0	0	0	0	0
ENSG00000170088	TMEM192	347	359	412	206	199	215	121
ENSG00000170089	AC106795.1	422	360	346	247	201	248	273
ENSG00000172965	MIR4435-2HG	685	804	577	296	431	346	533
ENSG00000225568	AC093155.1	15	10	7	2	8	15	10
ENSG00000170085	SIMC1	223	196	209	231	132	121	154
ENSG00000178257	PRM3	0	0	0	0	0	0	0
ENSG00000164778	EN2	0	0	0	0	0	0	0
ENSG00000225569	CCT4P2	18	9	5	5	11	19	3
ENSG00000095981	KCNK16	0	0	0	0	0	0	0
ENSG00000178252	WDR6	500	392	909	160	430	185	295
ENSG00000242640	RPS29P11	0	0	0	0	0	0	0
ENSG00000128536	CDHR3	104	96	92	76	88	128	69
ENSG00000164776	PHKG1	15	28	28	9	4	5	8
ENSG00000120708	TGFBI	3442	4354	3918	598	1187	748	738
ENSG00000120709	FAM53C	1277	978	909	779	1312	284	1483
ENSG00000252391	RNU6-638P	35	22	32	15	55	16	35
ENSG00000252390	RNU5F-4P	0	0	0	0	0	0	0
ENSG00000252397	RNU5A-4P	0	0	0	0	0	0	0
ENSG00000252396	RN7SKP195	0	0	0	0	0	0	0
ENSG00000252395	RNU6-1007P	0	0	0	0	0	0	0
ENSG00000252398	RF00019	0	0	1	0	0	0	0
ENSG00000120705	ETF1	946	1257	1660	263	496	778	484
ENSG00000207969	MIR507	0	0	0	0	0	0	0
ENSG00000207967	MIR620	1	2	1	0	2	5	3
ENSG00000207965	MIR629	0	0	0	0	1	0	0
ENSG00000207962	MIR30C1	1	1	1	4	5	0	4
ENSG00000185905	C16orf54	2683	2866	3420	783	3027	335	2684
ENSG00000207960	MIR153-2	0	0	0	0	0	0	0
ENSG00000207961	MIR496	0	0	0	0	0	0	0
ENSG00000196639	HRH1	2	2	3	0	0	6	0
ENSG00000185904	LINC00839	0	0	0	0	0	0	0
ENSG00000196632	WNK3	9	5	19	5	4	6	0
ENSG00000225873	C3orf86	4	22	13	22	85	0	157
ENSG00000196636	SDHAF3	103	98	126	46	29	52	45
ENSG00000285708	AC097634.4	61	34	56	74	39	60	28
ENSG00000128284	APOL3	823	1434	1206	436	830	643	624
ENSG00000252029	RNA5SP253	0	0	0	0	0	0	0
ENSG00000252028	RN7SKP52	0	0	0	0	0	0	0
ENSG00000128283	CDC42EP1	118	72	48	2	41	2	30
ENSG00000252025	RNU6-982P	0	0	0	0	0	0	0
ENSG00000285701	AL357140.5	0	0	0	0	0	0	0
ENSG00000252027	RNU6ATAC14P	0	0	0	0	0	0	0
ENSG00000252026	RNU6-1262P	4	2	1	2	2	4	1
ENSG00000252021	RF00019	5	5	2	3	4	5	6
ENSG00000285705	AC090692.2	2	2	2	0	2	3	0
ENSG00000252023	RNU6-581P	0	0	0	0	0	0	0
ENSG00000252022	RF00133	0	0	0	0	0	0	0
ENSG00000256739	AP002892.2	0	0	0	0	0	0	0
ENSG00000200575	RNU6-414P	3	1	1	3	0	4	0
ENSG00000201564	RN7SKP50	11	6	6	4	8	17	1
ENSG00000256734	AC027544.3	0	0	0	0	0	0	0
ENSG00000256737	RBBP4P5	1	0	1	0	0	0	0
ENSG00000256733	AP003721.2	0	0	6	0	0	1	0
ENSG00000256732	AC006065.4	0	1	5	0	1	8	1
ENSG00000186645	SPDYE17	0	0	0	0	0	0	0
ENSG00000108773	KAT2A	502	510	392	74	223	134	162
ENSG00000203930	LINC00632	21	9	15	7	4	5	0
ENSG00000203933	CXorf66	0	0	0	0	0	0	0
ENSG00000227040	AC022483.1	0	0	0	0	0	0	0
ENSG00000277358	AL138693.1	0	0	0	0	0	0	0
ENSG00000277352	AP001065.2	1	0	0	0	1	0	0
ENSG00000277350	AL353770.4	0	3	6	2	7	0	6
ENSG00000277351	AC013553.3	0	0	0	0	0	0	0
ENSG00000277357	NPAP1P7	0	0	0	0	0	0	0
ENSG00000274915	RF00635	0	1	0	0	0	0	1
ENSG00000274917	RNA5-8SN5	0	0	0	0	0	0	0
ENSG00000274911	AL627230.2	0	2	0	0	1	0	1
ENSG00000274919	AL390240.1	0	0	0	0	0	0	0
ENSG00000274918	AC116447.1	2	0	2	0	2	0	2
ENSG00000218891	ZNF579	75	92	72	10	29	7	21
ENSG00000176904	OR51H1	0	0	0	0	0	0	0
ENSG00000176907	TCIM	0	0	0	0	0	0	0
ENSG00000176900	OR51T1	0	0	0	0	0	0	0
ENSG00000283289	MIR524	0	0	0	0	0	0	0
ENSG00000243761	AC023194.2	0	0	0	0	0	0	0
ENSG00000283286	AC093277.1	0	0	0	0	0	0	0
ENSG00000283285	AC011460.1	0	0	0	0	0	0	0
ENSG00000283283	AC013268.4	0	0	0	0	0	0	0
ENSG00000283281	MIR7978	0	0	0	0	0	0	0
ENSG00000146281	PM20D2	306	354	321	225	250	233	188
ENSG00000134940	ACRV1	0	0	0	0	0	0	0
ENSG00000198142	SOWAHC	43	68	58	24	26	41	29
ENSG00000204666	AC010624.1	0	1	1	0	1	3	1
ENSG00000198146	ZNF770	1363	1696	1639	1080	1354	1036	959
ENSG00000215734	MRPL20P1	0	0	0	0	0	0	0
ENSG00000242135	RPL17P2	0	0	0	0	0	0	0
ENSG00000161850	KRT82	0	0	0	0	0	0	0
ENSG00000199814	RNU6-1260P	0	0	0	0	0	0	0
ENSG00000179611	DGKZP1	1741	1816	1526	220	749	264	576
ENSG00000255558	AC013762.1	0	0	0	0	0	0	0
ENSG00000179615	OR2AP1	0	0	0	0	0	0	0
ENSG00000199812	RNU6-428P	0	0	0	0	0	0	0
ENSG00000207034	RF00019	14	9	8	3	22	15	27
ENSG00000255555	AP000857.2	0	0	0	0	0	0	0
ENSG00000255556	AC087203.2	0	0	0	0	0	0	0
ENSG00000255557	AP001266.2	0	0	0	0	0	0	0
ENSG00000255550	AP006587.5	0	0	0	0	0	0	0
ENSG00000207031	SNORD59A	19	20	23	2	5	8	3
ENSG00000255552	LY6G6E	0	0	0	0	0	0	0
ENSG00000255553	AP003733.3	0	0	0	0	0	0	0
ENSG00000243069	ARHGEF26-AS1	0	8	1	0	0	0	0
ENSG00000243063	IGKV3-7	0	0	0	0	0	0	0
ENSG00000243062	AL359853.3	0	0	0	0	0	0	0
ENSG00000246016	LINC01513	0	0	0	5	8	0	14
ENSG00000243066	RN7SL842P	0	0	0	1	0	0	1
ENSG00000243064	ABCC13	0	0	0	49	11	0	16
ENSG00000167459	LINC00905	0	0	0	0	0	0	0
ENSG00000124145	SDC4	209	302	128	5	15	17	13
ENSG00000216179	MIR541	0	0	0	0	0	0	0
ENSG00000163161	ERCC3	740	803	657	350	375	397	318
ENSG00000247765	AC068446.2	0	0	0	0	0	0	0
ENSG00000251971	RNU6-1333P	0	0	0	0	0	0	0
ENSG00000247763	AC106800.1	0	0	0	0	0	0	0
ENSG00000178096	BOLA1	45	17	14	18	13	10	10
ENSG00000038358	EDC4	1501	1480	1260	238	712	364	468
ENSG00000276409	CCL14	0	0	0	0	0	0	0
ENSG00000276408	AC025287.2	0	2	0	0	0	0	0
ENSG00000178093	TSSK6	32	32	41	5	27	2	28
ENSG00000276400	VN1R9P	0	0	3	0	0	0	0
ENSG00000276403	AC105105.4	0	0	0	0	0	0	0
ENSG00000276405	TRBV13	29	28	12	0	13	0	7
ENSG00000276404	MIR6835	9	7	6	6	4	4	4
ENSG00000276407	AC024559.2	0	0	0	0	0	0	0
ENSG00000276406	AC015726.2	1	0	0	0	1	0	0
ENSG00000253813	COX6B1P4	0	0	0	0	0	0	0
ENSG00000253811	AC136424.2	0	0	0	0	0	0	0
ENSG00000253810	PSAT1P1	0	0	0	0	0	0	0
ENSG00000253817	AC120036.2	0	0	0	0	0	0	0
ENSG00000253816	AC138866.1	14	21	10	16	12	8	12
ENSG00000253814	MRPS36P3	0	0	0	0	0	0	0
ENSG00000253819	LINC01151	9	13	6	4	0	0	0
ENSG00000253818	IGLV1-41	2	2	6	0	0	1	2
ENSG00000219529	AP000580.1	22	41	30	29	22	45	13
ENSG00000240084	MTND4LP10	0	0	0	0	0	0	0
ENSG00000214174	AMZ2P1	150	140	189	81	69	94	45
ENSG00000240086	AC092969.1	1	0	0	0	2	0	0
ENSG00000214176	PLEKHM1P1	1353	1380	1126	584	1867	622	1730
ENSG00000240083	RPS3AP22	0	0	0	0	0	2	0
ENSG00000048140	TSPAN17	651	372	298	131	302	112	233
ENSG00000214178	PPIAP23	0	0	0	0	0	0	0
ENSG00000280182	AC131888.1	0	0	0	0	0	0	0
ENSG00000167757	KLK11	0	0	0	0	0	0	0
ENSG00000176273	SLC35G1	83	84	79	101	75	60	44
ENSG00000230507	RPL7AP8	0	0	0	0	0	0	0
ENSG00000230502	AL953862.1	0	0	0	0	0	0	0
ENSG00000280187	AC022107.1	5	13	8	7	6	4	8
ENSG00000083799	CYLD	4317	5458	6399	2657	3566	3339	2878
ENSG00000230501	ANKRD30BP3	0	0	0	0	0	0	0
ENSG00000243687	AC079594.1	0	0	0	0	0	0	0
ENSG00000243686	RPLP1P11	1	0	1	0	1	1	1
ENSG00000280186	AL359258.3	12	15	15	9	4	1	11
ENSG00000230508	RPL19P21	0	0	0	0	0	0	0
ENSG00000243680	RPL37P23	8	6	1	1	0	3	2
ENSG00000278960	AL022329.3	0	0	0	0	0	0	0
ENSG00000278961	SMIM34B	0	0	0	0	0	0	0
ENSG00000146063	TRIM41	474	581	335	226	326	199	327
ENSG00000278963	AC005921.3	35	51	71	134	142	88	117
ENSG00000278964	AC132938.4	0	0	0	0	0	0	0
ENSG00000278965	AC122713.2	6	0	4	5	5	0	3
ENSG00000146067	FAM193B	779	617	537	254	458	325	460
ENSG00000146066	HIGD2A	579	660	628	77	214	44	131
ENSG00000278969	AC026310.3	2	0	6	0	0	2	1
ENSG00000133111	RFXAP	115	132	99	52	113	85	128
ENSG00000133110	POSTN	0	0	0	0	0	0	0
ENSG00000133112	TPT1	19587	21638	20761	9045	3844	10128	2327
ENSG00000133115	STOML3	0	0	0	0	0	0	0
ENSG00000133114	GPALPP1	615	670	629	299	337	462	215
ENSG00000133116	KL	13	10	2	9	8	2	1
ENSG00000133119	RFC3	171	167	160	94	100	141	54
ENSG00000172590	MRPL52	217	220	173	89	152	155	149
ENSG00000172594	SMPDL3A	81	106	130	61	57	81	55
ENSG00000188906	LRRK2	3805	5049	3679	8640	10965	3602	17433
ENSG00000241680	RPL31P49	0	0	0	0	0	0	1
ENSG00000241685	ARPC1A	613	514	449	208	319	178	297
ENSG00000188909	BSX	0	0	0	0	0	0	0
ENSG00000067829	IDH3G	714	598	593	113	216	149	194
ENSG00000136098	NEK3	91	171	142	88	82	139	61
ENSG00000184923	NUTM2A	3	7	6	0	5	0	2
